,antecedents,consequents,conviction
410,Newell 327,"DAX Value U-Channel Document Frames, Easel Back",1.9706601466992666
413,Okidata C331dn Printer,Xerox 1898,1.9706601466992666
419,Okidata C331dn Printer,"Hot File 7-Pocket, Floor Stand",1.9706601466992666
362,"Situations Contoured Folding Chairs, 4/Set",Bretford Rectangular Conference Table Tops,1.3897310513447434
363,"Situations Contoured Folding Chairs, 4/Set",Apple iPhone 5,1.3897310513447434
668,"Situations Contoured Folding Chairs, 4/Set","Personal Folder Holder, Ebony",1.3828850855745722
360,High-Back Leather Manager's Chair,Apple iPhone 5,1.3897310513447434
677,High-Back Leather Manager's Chair,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",1.3828850855745722
902,High-Back Leather Manager's Chair,Eldon Wave Desk Accessories,1.36919315403423
416,Crayola Colored Pencils,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.9706601466992666
324,Home/Office Personal File Carts,PureGear Roll-On Screen Protector,1.650366748166259
590,Home/Office Personal File Carts,Xerox 191,1.6422167889160553
988,Home/Office Personal File Carts,Staples,1.5892420537897307
306,SANFORD Major Accent Highlighters,Vtech CS6719,1.650366748166259
598,SANFORD Major Accent Highlighters,Xerox 1898,1.6422167889160553
307,"Seth Thomas 14"" Day/Date Wall Clock",Panasonic KX-TG9471B,1.650366748166259
332,"Seth Thomas 14"" Day/Date Wall Clock",Xerox 1903,1.650366748166259
309,Wilson Jones Impact Binders,Peel-Off China Markers,1.650366748166259
310,Peel-Off China Markers,Wilson Jones Impact Binders,1.9755501222493888
311,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",1.650366748166259
696,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Eldon Shelf Savers Cubes and Bins,1.6381418092909532
312,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",1.9755501222493888
564,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Eldon Shelf Savers Cubes and Bins,1.9657701711491442
313,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",1.9755501222493888
443,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Binding Machine Supplies,1.9706601466992666
314,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",invisibleSHIELD by ZAGG Smudge-Free Screen Protector,1.650366748166259
315,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Acco 6 Outlet Guardian Standard Surge Suppressor,1.650366748166259
597,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1.6422167889160553
316,Acco 6 Outlet Guardian Standard Surge Suppressor,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1.9755501222493888
319,Polycom SoundPoint Pro SE-225 Corded phone,"Global Wood Trimmed Manager's Task Chair, Khaki",1.9755501222493888
444,Polycom SoundPoint Pro SE-225 Corded phone,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",1.9706601466992666
320,"DataProducts Ampli Magnifier Task Lamp, Black,",Acme Value Line Scissors,1.9755501222493888
321,Avery Printable Repositionable Plastic Tabs,Zebra Zazzle Fluorescent Highlighters,1.9755501222493888
431,Avery Printable Repositionable Plastic Tabs,Newell 345,1.9706601466992666
647,Avery Printable Repositionable Plastic Tabs,Sterilite Officeware Hinged File Box,1.960880195599022
323,PureGear Roll-On Screen Protector,Home/Office Personal File Carts,1.9755501222493888
412,PureGear Roll-On Screen Protector,Xerox 191,1.9706601466992666
326,Hon Comfortask Task/Swivel Chairs,"Xerox Color Copier Paper, 11"" x 17"", Ream",1.650366748166259
511,Hon Comfortask Task/Swivel Chairs,"Global High-Back Leather Tilter, Burgundy",1.646291768541157
593,Hon Comfortask Task/Swivel Chairs,Global Highback Leather Tilter in Burgundy,1.6422167889160553
358,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",O'Sullivan 4-Shelf Bookcase in Odessa Pine,1.3897310513447434
798,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Binding Machine Supplies,1.3794621026894869
844,"GBC Standard Recycled Report Covers, Clear Plastic Sheets","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",1.376039119804401
327,Imation Clip USB flash drive - 8 GB,"Avery Durable Plastic 1"" Binders",1.9755501222493888
411,Imation Clip USB flash drive - 8 GB,SanDisk Cruzer 64 GB USB Flash Drive,1.9706601466992666
330,Polycom CX300 Desktop Phone USB VoIP phone,Avery 486,1.650366748166259
499,Polycom CX300 Desktop Phone USB VoIP phone,Hon Olson Stacker Stools,1.646291768541157
335,Mediabridge Sport Armband iPhone 5s,Acme Value Line Scissors,1.9755501222493888
337,Avery Round Ring Poly Binders,Ibico Hi-Tech Manual Binding System,inf
339,Global Deluxe Office Fabric Chairs,DIXON Ticonderoga Erasable Checking Pencils,1.9755501222493888
341,Hon Multipurpose Stacking Arm Chairs,Dax Clear Box Frame,1.650366748166259
498,Hon Multipurpose Stacking Arm Chairs,Cisco Unified IP Phone 7945G VoIP phone,1.646291768541157
978,Hon Multipurpose Stacking Arm Chairs,Staples,1.5892420537897307
342,Xerox 1910,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.9755501222493888
405,Xerox 1910,O'Sullivan Living Dimensions 2-Shelf Bookcases,1.9706601466992666
424,Xerox 1910,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1.9706601466992666
344,Holmes Odor Grabber,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,1.9755501222493888
348,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",GE 30524EE4,1.9755501222493888
350,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Holmes Odor Grabber,1.650366748166259
351,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",DAX Wood Document Frame,inf
352,"Wilson Jones 1"" Hanging DublLock Ring Binders",Xerox 1910,1.650366748166259
576,"Wilson Jones 1"" Hanging DublLock Ring Binders",Wilson Jones Turn Tabs Binder Tool for Ring Binders,1.6422167889160553
591,"Wilson Jones 1"" Hanging DublLock Ring Binders",O'Sullivan Living Dimensions 2-Shelf Bookcases,1.6422167889160553
601,"Wilson Jones 1"" Hanging DublLock Ring Binders",Global Low Back Tilter Chair,1.6422167889160553
695,"Wilson Jones 1"" Hanging DublLock Ring Binders",Clear Mylar Reinforcing Strips,1.6381418092909532
765,"Wilson Jones 1"" Hanging DublLock Ring Binders",Fellowes Bankers Box Stor/Drawer Steel Plus,1.6340668296658514
356,Wilson Jones Legal Size Ring Binders,DIXON Oriole Pencils,1.3897310513447434
799,Wilson Jones Legal Size Ring Binders,Acco Suede Grain Vinyl Round Ring Binder,1.3794621026894869
357,Avery 485,Euro-Pro Shark Turbo Vacuum,1.3897310513447434
378,Avery 485,Acme Office Executive Series Stainless Steel Trimmers,1.3897310513447434
920,Avery 485,DMI Eclipse Executive Suite Bookcases,1.3657701711491443
415,Premium Transparent Presentation Covers by GBC,Newell 309,1.323553382233089
646,Premium Transparent Presentation Covers by GBC,Security-Tint Envelopes,1.3202933985330072
657,Premium Transparent Presentation Covers by GBC,O'Sullivan Plantations 2-Door Library in Landvery Oak,1.3202933985330072
665,Premium Transparent Presentation Covers by GBC,"Bush Westfield Collection Bookcases, Fully Assembled",1.3202933985330072
788,Premium Transparent Presentation Covers by GBC,Logitech Wireless Performance Mouse MX for PC and Mac,1.317033414832926
832,Premium Transparent Presentation Covers by GBC,Acme Forged Steel Scissors with Black Enamel Handles,1.3137734311328444
833,Premium Transparent Presentation Covers by GBC,Newell 345,1.3137734311328444
971,Premium Transparent Presentation Covers by GBC,Avery Non-Stick Binders,1.2974735126324368
999,Premium Transparent Presentation Covers by GBC,Storex Dura Pro Binders,1.2909535452322738
1000,Premium Transparent Presentation Covers by GBC,Staples in misc. colors,1.2909535452322738
418,Polycom SoundStation2 EX Conference phone,Global Low Back Tilter Chair,1.9706601466992666
532,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Hon Every-Day Series Multi-Task Chairs,1.646291768541157
700,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","Southworth 100% Résumé Paper, 24lb.",1.6381418092909532
501,Newell 317,Peel & Stick Add-On Corner Pockets,1.646291768541157
475,Avery 519,Microsoft Natural Keyboard Elite,1.485330073349633
873,Avery 519,Avery Arch Ring Binders,1.4669926650366747
476,Xerox 217,"BIC Brite Liner Highlighters, Chisel Tip",1.485330073349633
717,Xerox 217,Deflect-o Glass Clear Studded Chair Mats,1.4779951100244497
478,"DAX Value U-Channel Document Frames, Easel Back",Newell 327,1.485330073349633
875,"DAX Value U-Channel Document Frames, Easel Back",Avery Arch Ring Binders,1.4669926650366747
482,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Newell 35,2.9413202933985327
484,Global Highback Leather Tilter in Burgundy,Kensington 4 Outlet MasterPiece Compact Power Control Center,1.485330073349633
639,Global Highback Leather Tilter in Burgundy,Hon Comfortask Task/Swivel Chairs,1.4816625916870414
732,Global Highback Leather Tilter in Burgundy,Safco Contoured Stacking Chairs,1.4779951100244497
485,Adjustable Depth Letter/Legal Cart,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",1.485330073349633
490,Adjustable Depth Letter/Legal Cart,Round Ring Binders,1.485330073349633
621,Adjustable Depth Letter/Legal Cart,DXL Angle-View Binders with Locking Rings by Samsill,1.4816625916870414
809,Adjustable Depth Letter/Legal Cart,Avery 474,1.474327628361858
486,Xerox 210,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",2.9413202933985327
487,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Bush Somerset Collection Bookcase,1.485330073349633
488,Xerox 225,Xerox 1894,1.485330073349633
731,Xerox 225,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",1.4779951100244497
491,O'Sullivan Living Dimensions 2-Shelf Bookcases,Xerox 1910,1.485330073349633
615,O'Sullivan Living Dimensions 2-Shelf Bookcases,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.4816625916870414
736,O'Sullivan Living Dimensions 2-Shelf Bookcases,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1.4779951100244497
492,Hon Olson Stacker Stools,Polycom CX300 Desktop Phone USB VoIP phone,1.646291768541157
493,Advantus Rolling Storage Box,Office Star - Ergonomically Designed Knee Chair,1.646291768541157
505,Advantus Rolling Storage Box,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1.646291768541157
496,Peel & Stick Add-On Corner Pockets,Newell 317,1.646291768541157
527,Peel & Stick Add-On Corner Pockets,Xerox 1923,1.646291768541157
1004,Peel & Stick Add-On Corner Pockets,Easy-staple paper,1.581092094539527
500,Office Star - Ergonomically Designed Knee Chair,Advantus Rolling Storage Box,1.646291768541157
686,Office Star - Ergonomically Designed Knee Chair,Avery 474,1.6381418092909532
913,Office Star - Ergonomically Designed Knee Chair,Staple remover,1.6136919315403422
502,Advantus Plastic Paper Clips,GBC DocuBind P50 Personal Binding Machine,1.646291768541157
471,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Polycom SoundPoint Pro SE-225 Corded phone,1.485330073349633
616,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Woodgrain Magazine Files by Perma,1.4816625916870414
503,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Advantus Rolling Storage Box,1.646291768541157
1060,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Staple envelope,1.5566422167889158
504,Cisco Unified IP Phone 7945G VoIP phone,Hon Multipurpose Stacking Arm Chairs,1.646291768541157
982,Cisco Unified IP Phone 7945G VoIP phone,Staples,1.5892420537897307
508,Ibico Plastic Spiral Binding Combs,Fellowes Neat Ideas Storage Cubes,1.646291768541157
509,Fellowes Neat Ideas Storage Cubes,"Linden 10"" Round Wall Clock, Black",1.646291768541157
519,Fellowes Neat Ideas Storage Cubes,Ibico Plastic Spiral Binding Combs,1.646291768541157
764,Fellowes Neat Ideas Storage Cubes,"Global Value Mid-Back Manager's Chair, Gray",1.6340668296658514
514,"Linden 10"" Round Wall Clock, Black",Fellowes Neat Ideas Storage Cubes,1.646291768541157
1003,"Linden 10"" Round Wall Clock, Black",Easy-staple paper,1.581092094539527
515,Avoid Verbal Orders Carbonless Minifold Book,Ibico Standard Transparent Covers,1.646291768541157
520,Belkin Premiere Surge Master II 8-outlet surge protector,Recycled Easel Ring Binders,1.646291768541157
762,Belkin Premiere Surge Master II 8-outlet surge protector,Fellowes Bankers Box Stor/Drawer Steel Plus,1.6340668296658514
521,Boston Home & Office Model 2000 Electric Pencil Sharpeners,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",1.646291768541157
773,Boston Home & Office Model 2000 Electric Pencil Sharpeners,GBC Instant Report Kit,1.6340668296658514
523,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Harbour Creations 67200 Series Stacking Chairs,1.646291768541157
690,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","XtraLife ClearVue Slant-D Ring Binder, White, 3""",1.6381418092909532
524,Harbour Creations 67200 Series Stacking Chairs,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",1.646291768541157
698,Harbour Creations 67200 Series Stacking Chairs,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",1.6381418092909532
894,Harbour Creations 67200 Series Stacking Chairs,Logitech P710e Mobile Speakerphone,1.6177669111654438
525,Office Star - Contemporary Task Swivel Chair,Bretford CR4500 Series Slim Rectangular Table,1.646291768541157
583,Office Star - Contemporary Task Swivel Chair,Fellowes Superior 10 Outlet Split Surge Protector,1.6422167889160553
595,Office Star - Contemporary Task Swivel Chair,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.6422167889160553
770,Office Star - Contemporary Task Swivel Chair,Chromcraft Round Conference Tables,1.6340668296658514
526,Bretford CR4500 Series Slim Rectangular Table,Office Star - Contemporary Task Swivel Chair,1.646291768541157
529,Xerox 1923,Peel & Stick Add-On Corner Pockets,1.646291768541157
530,Hon Every-Day Series Multi-Task Chairs,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",1.646291768541157
472,X-Rack File for Hanging Folders,Xerox 192,1.485330073349633
916,X-Rack File for Hanging Folders,Avery Non-Stick Binders,1.4596577017114913
470,"Hot File 7-Pocket, Floor Stand",Space Solutions Commercial Steel Shelving,1.485330073349633
473,"Hot File 7-Pocket, Floor Stand",Okidata C331dn Printer,1.485330073349633
420,"Global Stack Chair with Arms, Black",Stockwell Push Pins,1.9706601466992666
442,Microsoft Natural Keyboard Elite,Avery 519,1.9706601466992666
1013,Microsoft Natural Keyboard Elite,Staple envelope,1.8679706601466992
739,"Global Value Mid-Back Manager's Chair, Gray",GBC Premium Transparent Covers with Diagonal Lined Pattern,1.5726161369193155
421,"Global Value Mid-Back Manager's Chair, Gray","Maxell Pro 80 Minute CD-R, 10/Pack",1.323553382233089
422,"Global Value Mid-Back Manager's Chair, Gray",Xerox 1913,1.323553382233089
651,"Global Value Mid-Back Manager's Chair, Gray",Xerox 1968,1.3202933985330072
763,"Global Value Mid-Back Manager's Chair, Gray",Fellowes Neat Ideas Storage Cubes,1.317033414832926
884,"Global Value Mid-Back Manager's Chair, Gray",AT&T 17929 Lendline Telephone,1.3105134474327629
969,"Global Value Mid-Back Manager's Chair, Gray",Avery Non-Stick Binders,1.2974735126324368
423,Tennsco Double-Tier Lockers,Novimex High-Tech Fabric Mesh Task Chair,1.323553382233089
757,Tennsco Double-Tier Lockers,GBC Recycled VeloBinder Covers,1.317033414832926
910,Tennsco Double-Tier Lockers,Newell 35,1.3072534637326814
425,Fellowes Bankers Box Recycled Super Stor/Drawer,Xerox 1898,1.9706601466992666
426,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Xerox 1931,1.9706601466992666
428,Security-Tint Envelopes,Acme Forged Steel Scissors with Black Enamel Handles,1.9706601466992666
445,Security-Tint Envelopes,JBL Micro Wireless Portable Bluetooth Speaker,1.9706601466992666
649,Security-Tint Envelopes,Premium Transparent Presentation Covers by GBC,1.960880195599022
817,Security-Tint Envelopes,Avery Non-Stick Binders,1.9462102689486553
429,Xerox 1933,Rogers Deluxe File Chest,1.9706601466992666
440,Xerox 1933,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1.9706601466992666
432,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,SanDisk Cruzer 64 GB USB Flash Drive,1.9706601466992666
433,Xerox 1944,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",1.9706601466992666
434,"Bevis Round Conference Table Top, X-Base",Logitech Desktop MK120 Mouse and keyboard Combo,1.9706601466992666
435,Martin Yale Chadless Opener Electric Letter Opener,Wilson Jones Turn Tabs Binder Tool for Ring Binders,1.9706601466992666
436,Avery 492,"Global Value Steno Chair, Gray",1.9706601466992666
437,Newell 35,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",1.323553382233089
759,Newell 35,GBC Recycled VeloBinder Covers,1.317033414832926
885,Newell 35,Acco D-Ring Binder w/DublLock,1.3105134474327629
911,Newell 35,Tennsco Double-Tier Lockers,1.3072534637326814
438,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Xerox 210,1.323553382233089
655,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Novimex Swivel Fabric Task Chair,1.3202933985330072
660,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","BIC Brite Liner Highlighters, Chisel Tip",1.3202933985330072
778,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",WD My Passport Ultra 2TB Portable External Hard Drive,1.317033414832926
828,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Binding Machine Supplies,1.3137734311328444
439,Round Ring Binders,Adjustable Depth Letter/Legal Cart,1.9706601466992666
568,Round Ring Binders,Avery 474,1.9657701711491442
446,Space Solutions Commercial Steel Shelving,"Hot File 7-Pocket, Floor Stand",1.9706601466992666
930,Space Solutions Commercial Steel Shelving,Staples,1.9070904645476772
469,Novimex High-Tech Fabric Mesh Task Chair,Tennsco Double-Tier Lockers,2.9413202933985327
447,Hon Valutask Swivel Chairs,GBC Plastic Binding Combs,1.9706601466992666
452,Logitech Desktop MK120 Mouse and keyboard Combo,"Bevis Round Conference Table Top, X-Base",1.485330073349633
941,Logitech Desktop MK120 Mouse and keyboard Combo,Staple remover,1.452322738386308
453,GBC Plastic Binding Combs,Hon Valutask Swivel Chairs,1.485330073349633
625,GBC Plastic Binding Combs,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",1.4816625916870414
710,GBC Plastic Binding Combs,Logitech Wireless Marathon Mouse M705,1.4779951100244497
455,Binding Machine Supplies,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,1.485330073349633
805,Binding Machine Supplies,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",1.474327628361858
837,Binding Machine Supplies,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",1.4706601466992664
456,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Xerox 1910,1.485330073349633
489,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Martin Yale Chadless Opener Electric Letter Opener,1.485330073349633
635,Wilson Jones Turn Tabs Binder Tool for Ring Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",1.4816625916870414
730,Wilson Jones Turn Tabs Binder Tool for Ring Binders,O'Sullivan Living Dimensions 2-Shelf Bookcases,1.4779951100244497
457,SanDisk Cruzer 64 GB USB Flash Drive,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1.485330073349633
483,SanDisk Cruzer 64 GB USB Flash Drive,Imation Clip USB flash drive - 8 GB,1.485330073349633
458,"Avery Durable Slant Ring Binders, No Labels","Advantus Push Pins, Aluminum Head",1.485330073349633
460,Xerox 1898,Fellowes Bankers Box Recycled Super Stor/Drawer,1.485330073349633
479,Xerox 1898,Okidata C331dn Printer,1.485330073349633
623,Xerox 1898,SANFORD Major Accent Highlighters,1.4816625916870414
461,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Xerox 1933,1.485330073349633
642,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1.4816625916870414
463,Xerox 1931,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",1.485330073349633
465,HON 5400 Series Task Chairs for Big and Tall,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,1.485330073349633
634,HON 5400 Series Task Chairs for Big and Tall,Ibico EB-19 Dual Function Manual Binding System,1.4816625916870414
466,Acme Forged Steel Scissors with Black Enamel Handles,Security-Tint Envelopes,1.485330073349633
737,Acme Forged Steel Scissors with Black Enamel Handles,Newell 345,1.4779951100244497
839,Acme Forged Steel Scissors with Black Enamel Handles,Premium Transparent Presentation Covers by GBC,1.4706601466992664
915,Acme Forged Steel Scissors with Black Enamel Handles,Avery Non-Stick Binders,1.4596577017114913
467,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Crayola Colored Pencils,1.485330073349633
620,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Star - Contemporary Task Swivel Chair,1.4816625916870414
838,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Chromcraft Round Conference Tables,1.4706601466992664
468,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Xerox 1944,1.485330073349633
0,Avery 49,Things To Do Today Pad,inf
